,H,diameter,albedo,rot_per,diameter_sigma,epoch,e,a,q,i,om,w,ma,ad,n,tp,per,moid,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms,neo_flag,pha_flag,class_var
1335,10.66,21.441,0.232,15.602,0.132,2458600.5,0.0652170516228356,2.849078766023632,2.663270249062343,3.197493768182449,97.42143406898543,219.7675625009524,240.4189596620482,3.03488728298492,0.2049497486060254,2459183.965172079,1756.528136523981,1.64977,2.14886,3.301,4.1469e-08,1.2402e-08,1.1792e-07,4.2018e-06,8.1194e-05,8.7301e-05,3.3619e-05,1.321e-08,1.3382e-09,0.00016497,1.1469e-05,0.5087,0,0,S
1342,11.0,23.793,0.136,14.76,0.381,2458600.5,0.1135465171674536,2.568357222708845,2.276729205228382,6.035445999521639,41.24597120691487,234.1367955986433,71.12495247019012,2.859985240189309,0.2394533581298609,2458303.4694925738,1503.424311154425,1.26642,2.24044,3.414,3.9503e-08,9.9491e-09,1.0308e-07,4.1524e-06,4.4725e-05,4.9304e-05,2.324e-05,1.1079e-08,1.3914e-09,9.6425e-05,8.7358e-06,0.46545,0,0,C
1347,11.0,16.29,0.265,8.095,0.731,2458600.5,0.1371268221914099,2.791623097745432,2.408816693595461,6.58865928410201,87.53807727404693,18.15826647582652,216.5367987979148,3.174429501895403,0.2113094401555233,2459279.424713901,1703.662646283293,1.42686,1.96898,3.305,3.3256e-08,1.1174e-08,9.2323e-08,3.8499e-06,3.6657e-05,3.9909e-05,1.6013e-05,1.2706e-08,1.2687e-09,7.7019e-05,1.0229e-05,0.47588,0,0,S
1349,10.78,20.822,0.199,8.14,0.185,2458600.5,0.08947868494107976,2.856659936046853,2.601049761645511,2.939297708642944,139.5425999322268,237.4409471843346,188.1433559265451,3.112270110448195,0.2041344288244348,2459442.379760622,1763.54376904063,1.60295,2.3425,3.295,4.2184e-08,1.2504e-08,1.1872e-07,4.9636e-06,8.221e-05,8.649e-05,2.6037e-05,1.3622e-08,1.3402e-09,0.00012839,1.1579e-05,0.49493,0,0,S
1350,9.9,60.01,0.035,73.9,0.18,2458600.5,0.06734790511473446,3.195149068597514,2.979962472298177,9.643076314064588,9.343878779992272,64.00399925590358,237.3752670029057,3.410335664896852,0.1725708295051668,2459311.0762506253,2086.099956940993,2.00942,1.81553,3.17,4.1577e-08,1.7161e-08,1.3209e-07,4.4498e-06,2.5239e-05,4.2621e-05,3.2832e-05,1.8316e-08,1.3903e-09,0.0001901,1.6806e-05,0.46039,0,0,X
1351,11.1,19.979,0.149,16.97,0.144,2458600.5,0.06638736749427712,2.777152628325483,2.592784776201142,3.757341554490373,186.1575555087307,211.6346384160288,162.3801279692861,2.961520480449825,0.2129631446211883,2457838.0200494993,1690.433340662563,1.59983,2.3278,3.328,3.5982e-08,1.1643e-08,1.0145e-07,4.1992e-06,5.82e-05,6.5562e-05,3.0639e-05,1.2416e-08,1.3392e-09,0.00014288,1.063e-05,0.47132,0,0,X
1359,11.5,33.316,0.03,8.87,0.115,2458600.5,0.2139014194323326,2.634698411475467,2.071132681484753,22.82655403039227,331.399595568026,288.0885217238826,243.3193800244612,3.198264141466181,0.2304664485715485,2459106.78028808,1562.049496711178,1.16653,2.38043,3.256,4.5438e-08,1.4765e-08,1.184e-07,5.4853e-06,1.2765e-05,1.9983e-05,2.0183e-05,1.7924e-08,1.9374e-09,8.9763e-05,1.3131e-05,0.4256,0,0,C
1371,11.1,26.491,0.039,15.25,0.292,2458600.5,0.1485067361812022,2.766932060843977,2.35602401125291,16.44756918394895,327.4375970351016,88.36189048602824,12.54273606296437,3.177840110435044,0.214144207025346,2458541.928553043,1681.110150027969,1.43479,2.27049,3.264,4.1912e-08,1.1666e-08,1.1679e-07,5.3157e-06,1.6637e-05,2.5129e-05,1.7621e-05,1.3399e-08,1.3544e-09,8.222e-05,1.0632e-05,0.44799,0,0,L
1372,11.5,19.448,0.155,5.2834,0.175,2458600.5,0.3142784764724809,3.420763583386079,2.345691216026958,38.93641378014397,297.4671914811425,99.14769078246792,98.04407847550556,4.4958359507452,0.1557827921752317,2457971.1360175824,2310.909921264316,1.63428,1.77749,2.719,4.2492e-08,1.6162e-08,1.4396e-07,6.885e-06,7.9846e-06,1.566e-05,1.0456e-05,2.1241e-08,1.104e-09,6.511e-05,1.6377e-05,0.3829,0,0,X
1385,13.4,10.614,0.143,8.67,0.154,2458600.5,0.286508351707384,2.364559154648527,1.687093208735572,11.82162412681722,161.4717529721403,152.9167552297729,5.883657113461807,3.042025100561482,0.2710683416968571,2458578.7945618927,1328.078364837594,0.682309,2.32046,3.465,4.2162e-08,6.8378e-09,1.005e-07,4.55e-06,1.6903e-05,1.7821e-05,5.6803e-06,8.7968e-09,1.1758e-09,2.0923e-05,5.7607e-06,0.53008,0,0,C
1402,11.6,26.531,0.072,5.458,0.172,2458600.5,0.2945151101130888,2.716118479181448,1.916180546205128,10.18032941623497,156.9746583681795,192.4278839925565,148.1470759126041,3.516056412157767,0.220181592484366,2457927.659576597,1635.014062429228,0.910033,1.91428,3.275,3.7398e-08,8.4891e-09,1.01e-07,4.1539e-06,2.3791e-05,2.4558e-05,7.5568e-06,1.0989e-08,1.0322e-09,3.3201e-05,7.6652e-06,0.46379,0,0,C
1405,11.4,24.243,0.173,3.508,0.449,2458600.5,0.09619167115298212,2.698635283757355,2.439049045980333,12.41200953330785,333.1391909056055,85.14803800612152,196.4466954591555,2.958221521534377,0.22232473453424,2459336.1505108774,1619.253029826768,1.48792,2.33565,3.328,3.8515e-08,1.1026e-08,1.0373e-07,5.0342e-06,1.9962e-05,3.474e-05,2.6949e-05,1.2087e-08,1.3626e-09,0.00012164,9.9241e-06,0.43268,0,0,L
1406,10.9,20.31,0.187,31.151,0.317,2458600.5,0.2826885526883557,2.763284517650023,1.982135616689397,5.820255424521863,268.3673121078949,111.2619457654138,359.9508931056151,3.54443341861065,0.2145683533339196,2458600.72886364,1677.787028731837,0.993047,1.97809,3.274,4.0153e-08,9.4949e-09,1.1049e-07,3.8546e-06,4.5155e-05,4.5536e-05,7.751e-06,1.2179e-08,1.1059e-09,3.6124e-05,8.6476e-06,0.46519,0,0,X
1419,12.0,20.524,0.047,4.792,0.19,2458600.5,0.07632171225934142,2.749390322991157,2.539552145871208,3.485585426276442,260.9012238444458,74.17457480304965,105.1292249280439,2.959228500111106,0.2161969059046881,2458114.23390619,1665.148714749454,1.53132,2.30704,3.339,3.8601e-08,1.1417e-08,1.0718e-07,4.0008e-06,7.2699e-05,7.7868e-05,2.9284e-05,1.2288e-08,1.3466e-09,0.00013488,1.0372e-05,0.48866,0,0,X
1422,10.9,19.58,0.338,12.307,0.243,2458600.5,0.07992186544172428,2.86038124970672,2.631774244355628,2.907142271128465,58.46875043020508,321.6591277401848,13.59179236671888,3.088988255057811,0.203736194614152,2458533.787296386,1766.990890753555,1.63418,2.31581,3.295,3.9335e-08,1.2042e-08,1.1544e-07,4.2219e-06,7.9268e-05,8.2856e-05,2.4751e-05,1.3004e-08,1.2865e-09,0.00012143,1.1158e-05,0.45725,0,0,S
1423,9.8,64.691,0.03,93.73,0.254,2458600.5,0.05753423198732543,3.191574018006008,3.00794925804933,9.163455033474932,42.94953212517871,302.0427858408001,299.2353525194764,3.375198777962686,0.1728608692378142,2458952.0234404895,2082.599732301057,2.01387,1.90014,3.174,4.389e-08,1.865e-08,1.3913e-07,4.7123e-06,2.6981e-05,4.6017e-05,3.9262e-05,1.9723e-08,1.5152e-09,0.0002281,1.8255e-05,0.45771,0,0,X
1426,11.1,35.406,0.066,4.797,0.305,2458600.5,0.2118618627663823,2.750529668448054,2.167797329296449,9.346777995033936,78.44161684527346,241.5778092889859,295.7021497383378,3.333262007599658,0.2160625877103658,2458898.0890039224,1666.18387669495,1.17218,2.02712,3.294,4.4661e-08,1.3497e-08,1.2558e-07,4.2361e-06,3.0637e-05,3.2045e-05,1.2101e-05,1.6356e-08,1.5903e-09,5.7041e-05,1.2264e-05,0.43855,0,0,C
1427,10.3,52.464,0.038,16.67,0.268,2458600.5,0.140758073251947,2.810580329883077,2.414968457928913,17.3048135055806,115.7085527160642,252.5546849160354,71.25096654737538,3.206192201837241,0.2091751408879576,2458259.8717291406,1721.045811045157,1.47305,2.34238,3.241,4.1717e-08,1.2796e-08,1.1789e-07,4.82e-06,1.5861e-05,2.3523e-05,1.9803e-05,1.4597e-08,1.4285e-09,9.3752e-05,1.1754e-05,0.39316,0,0,X
1432,11.6,12.687,0.251,32.0,0.209,2458600.5,0.1710623651768471,2.795938294106803,2.317658476628373,8.236533632830914,321.5585698915755,93.97576437869888,145.784932954442,3.274218111585231,0.2108204326858372,2457908.9876494315,1707.614368368501,1.34662,2.14055,3.291,3.4419e-08,1.0589e-08,9.6183e-08,4.6327e-06,2.7869e-05,3.1477e-05,1.4152e-05,1.24e-08,1.1977e-09,6.5886e-05,9.7008e-06,0.43684,0,0,S
1457,11.3,17.19,0.1502,36.0,0.8,2458600.5,0.1797007264404787,2.627344211862362,2.155208548381509,12.53728500786722,181.6526769423716,100.008659515322,117.6125442761129,3.099479875343215,0.2314347734027422,2458092.3112669634,1555.513869877838,1.18132,2.18527,3.345,2.9671e-08,8.7731e-09,7.8143e-08,4.4174e-06,1.6614e-05,2.1012e-05,1.3264e-05,1.035e-08,1.1592e-09,5.6767e-05,7.7911e-06,0.43426,0,0,S
1470,11.0,28.719,0.085,6.6,0.399,2458600.5,0.1184479771799472,2.716277506359421,2.394539930271756,13.60600619636173,321.9449463404804,94.08941945637784,319.9241229512243,3.038015082447085,0.220162256640709,2458782.528825741,1635.157658233388,1.45236,2.3109,3.31,3.4239e-08,1.1853e-08,9.3316e-08,5.706e-06,1.6241e-05,2.9742e-05,2.4874e-05,1.3257e-08,1.4411e-09,0.00011329,1.0703e-05,0.44307,0,0,T
1479,13.1,6.385,0.257,4.646,0.069,2458600.5,0.1091024357385707,2.202437568404776,1.96214626512968,4.861891208077865,63.67691163412306,64.76040409592909,324.5825694898218,2.442728871679872,0.3015425923750334,2458717.954155419,1193.861196073628,0.983446,2.60125,3.651,4.2028e-08,6.6226e-09,9.4257e-08,4.1697e-06,4.4704e-05,4.8664e-05,1.8775e-05,7.3452e-09,1.3601e-09,6.2363e-05,5.3848e-06,0.48072,0,0,S
1482,11.9,10.633,0.237,12.0,0.044,2458600.5,0.176412944367869,2.718995960399539,2.239329877301115,4.495194085067956,71.89630018488533,88.19729859947401,45.31357861539934,3.198662043497964,0.2198321616179129,2458394.3719326514,1637.612974145752,1.25401,1.79914,3.332,4.6906e-08,1.1715e-08,1.3096e-07,4.5549e-06,5.9419e-05,6.0843e-05,1.3507e-05,1.3782e-08,1.4208e-09,6.1007e-05,1.0584e-05,0.49026,0,0,S
1483,10.9,40.871,0.015,12.1923,0.279,2458600.5,0.2035254393085215,2.738395308739941,2.18106220052825,17.30249677631843,72.76437233976715,126.9348748182936,324.5239954575265,3.295728416951632,0.2175003001987079,2458763.607841736,1655.170129287659,1.21846,1.82795,3.256,6.055e-08,1.3495e-08,1.6455e-07,6.2562e-06,1.7693e-05,2.0751e-05,1.2715e-05,1.6242e-08,1.6078e-09,5.9113e-05,1.2236e-05,0.43469,0,0,B
1489,12.1,14.844,0.068,6.647,0.112,2458600.5,0.1548148203052647,2.353555846867989,1.989190521356716,10.02149153204109,254.2661222956033,90.5612135900229,282.6464247251413,2.717921172379261,0.2729715035403391,2458883.8760091127,1318.818980483067,1.01141,2.72177,3.519,4.2885e-08,6.732e-09,1.0108e-07,4.4371e-06,2.6109e-05,2.9682e-05,1.4535e-05,7.7742e-09,1.1712e-09,5.3614e-05,5.6584e-06,0.45933,0,0,X
1492,11.99,28.905,0.034,43.296,0.401,2458600.5,0.2011367349830973,2.429922434365917,1.941175769655377,2.577152421257185,330.5627562675761,1.71739265233621,114.2035064782059,2.918669099076457,0.2602048923445539,2458161.6016170788,1383.525101147218,0.929813,2.4419,3.479,3.3504e-08,8.3919e-09,8.1415e-08,3.8976e-06,8.2383e-05,8.2878e-05,1.1176e-05,1.008e-08,1.348e-09,4.1795e-05,7.1672e-06,0.43253,0,0,X
1493,12.3,7.804,0.349,5.35011,0.219,2458600.5,0.1307161848136655,2.190167817446325,1.903877436248068,2.45551725641016,195.0006714750388,184.6363350038163,296.3517309027516,2.476458198644581,0.304080089373822,2458809.8141620294,1183.898625988078,0.905267,2.97461,3.661,4.2909e-08,5.8325e-09,9.3212e-08,4.7188e-06,8.0873e-05,8.1982e-05,1.4985e-05,6.5949e-09,1.2147e-09,4.9682e-05,4.7291e-06,0.46323,0,0,S
1501,11.5,35.518,0.034,45.8,0.185,2458600.5,0.0886982377103603,2.731234121559119,2.488978468202421,4.095107000837696,204.348760864055,274.3527520407571,249.2906214554466,2.973489774915817,0.2183562763683687,2459107.512577728,1648.681714065674,1.50948,2.10362,3.345,3.2779e-08,9.8952e-09,8.9709e-08,4.1967e-06,5.014e-05,5.5362e-05,2.416e-05,1.0773e-08,1.1866e-09,0.00011132,8.9597e-06,0.46814,0,0,X
1509,11.5,24.507,0.118,5.866,0.345,2458600.5,0.1483099537692994,2.671705194497902,2.275464720616721,11.82158489074646,331.3781742793097,165.2853207834972,151.9607107725895,3.067945668379083,0.2256946537466635,2457927.1977828234,1595.075443852076,1.29105,1.96365,3.335,4.9496e-08,1.1013e-08,1.3176e-07,5.6675e-06,2.0708e-05,2.5733e-05,1.5585e-05,1.2646e-08,1.3955e-09,6.7926e-05,9.8625e-06,0.43239,0,0,C
1516,11.1,39.524,0.05,6.943,0.219,2458600.5,0.04551518073182241,2.716996217426576,2.593331643542728,5.277221220221119,63.89127435293123,231.2487157182981,291.8463640680313,2.840660791310424,0.2200749050731068,2458910.1838138327,1635.806680822656,1.58051,2.23602,3.353,3.8062e-08,1.1246e-08,1.0518e-07,4.2826e-06,5.0423e-05,7.9398e-05,6.4188e-05,1.1757e-08,1.3663e-09,0.00029218,1.0156e-05,0.45537,0,0,X
1519,10.4,53.435,0.062,18.635,0.37,2458600.5,0.0948586773060796,3.110640188749213,2.815568974869329,15.27779018146856,253.3112857938277,118.2463483181946,285.7894838561863,3.405711402629097,0.1796509035721822,2459013.581786221,2003.886386551655,1.85518,2.09227,3.158,4.3617e-08,1.7118e-08,1.3639e-07,4.1894e-06,1.7017e-05,3.0166e-05,2.8332e-05,1.8742e-08,1.483e-09,0.00015963,1.6541e-05,0.46388,0,0,C
1533,11.8,22.12,0.0754,7.94,0.9,2458600.5,0.2519654654604566,2.728845927289271,2.041270993049959,9.793859810724577,62.13340922187,42.73509124551467,305.3833000686858,3.416420861528584,0.2186429861900859,2458850.2985454877,1646.519773046915,1.07002,1.82548,3.288,2.8286e-08,1.009e-08,7.6568e-08,4.5322e-06,2.4959e-05,2.7472e-05,1.2572e-05,1.2632e-08,1.2126e-09,5.8308e-05,9.1317e-06,0.47081,0,0,C
1540,11.3,22.0,0.14,10.1,0.342,2458600.5,0.06994401169614657,2.76733289159975,2.573774527462566,4.871025160596254,1.380640806494849,191.8755688816078,115.5552528735095,2.960891255736934,0.2140976825488297,2458060.768548927,1681.475463509018,1.5737,2.00034,3.33,3.4006e-08,1.0808e-08,9.5468e-08,3.9722e-06,4.2626e-05,5.0618e-05,2.692e-05,1.1564e-08,1.2543e-09,0.00012578,9.8509e-06,0.46132,0,0,X
1541,10.6,42.374,0.068,7.516,0.273,2458600.5,0.1163157391587808,3.094039613317546,2.734154108707967,2.766190282871233,211.655108917274,163.9088259023357,70.03846032802637,3.453925117927125,0.1810986735367937,2458213.758015864,1987.866575548711,1.73467,2.00938,3.212,3.8318e-08,1.4419e-08,1.2252e-07,4.2321e-06,8.1224e-05,8.294e-05,1.7896e-05,1.6096e-08,1.266e-09,9.776e-05,1.3896e-05,0.49655,0,0,D
1544,11.8,18.656,0.097,17.2,0.376,2458600.5,0.2383224170571718,2.76919775706511,2.109235854292054,2.954012207453854,51.79668180831883,90.42834697687172,213.3989710430893,3.429159659838166,0.2138814487244212,2459285.931250963,1683.175432684895,1.12493,1.60365,3.294,3.3046e-08,1.0982e-08,9.1626e-08,4.0686e-06,7.5863e-05,7.6331e-05,9.5808e-06,1.36e-08,1.2724e-09,4.6716e-05,1.0013e-05,0.47972,0,0,K
1547,11.6,30.761,0.045,7.4961,0.146,2458600.5,0.07917709440852694,2.7879656045525,2.567222588673121,16.54598762916481,116.9307384195002,88.815919206137,5.225770686391392,3.008708620431879,0.211725397364236,2458575.8181680073,1700.31561863447,1.62909,2.16673,3.265,4.7351e-08,1.5334e-08,1.3346e-07,5.2391e-06,1.8622e-05,3.8716e-05,3.5767e-05,1.6548e-08,1.7467e-09,0.00016887,1.4027e-05,0.463,0,0,X
1548,12.3,10.376,0.359,11.49,0.104,2458600.5,0.08438143697292327,2.230738964121234,2.042506004817194,5.548448834370983,85.2860495443325,6.520626843125354,311.8999177765096,2.418971923425274,0.2958223237375517,2458763.097878401,1216.946697773173,1.05923,2.70685,3.631,2.8977e-08,6.3173e-09,6.5341e-08,3.4524e-06,4.3188e-05,5.164e-05,2.9379e-05,6.8503e-09,1.2566e-09,9.962e-05,5.1694e-06,0.44338,0,0,S
1549,11.8,11.391,0.257,54.2,0.108,2458600.5,0.3136442081476754,2.543985511208495,1.746079190006347,8.881042844738515,64.50002844264506,311.2029818539218,42.08789476107958,3.341891832410642,0.2429025776953354,2458427.2293202057,1482.075667601749,0.762564,2.15139,3.357,4.6627e-08,7.0615e-09,1.2159e-07,3.8551e-06,2.3549e-05,2.3901e-05,4.6391e-06,9.2764e-09,1.0114e-09,1.8802e-05,6.1709e-06,0.45465,0,0,S
1552,11.6,13.772,0.249,51.191,0.194,2458600.5,0.1004608137569515,2.905869359641374,2.613943359100411,3.235157989094317,110.9612052475968,20.72414890638846,355.7777791423737,3.197795360182338,0.1989710745755496,2458621.7202746887,1809.30821612117,1.62924,1.83694,3.275,3.9283e-08,1.4517e-08,1.1281e-07,3.7468e-06,0.00011282,0.00011747,3.4664e-05,1.5976e-08,1.491e-09,0.0001743,1.3559e-05,0.48224,0,0,S
1559,11.6,23.825,0.081,18.423,0.104,2458600.5,0.2139083623849943,2.683010750145752,2.109092314320739,6.286525352117589,289.1259280339208,94.60609548382484,159.8928178000388,3.256929185970765,0.2242696238895296,2457887.5509388344,1605.210700212028,1.12326,2.26132,3.334,3.9513e-08,9.9894e-09,1.0595e-07,4.7806e-06,4.2606e-05,4.4174e-05,1.1816e-05,1.2126e-08,1.2525e-09,5.1097e-05,8.9648e-06,0.44489,0,0,C
1561,11.9,9.587,0.366,8.78,0.202,2458600.5,0.07790453113011102,2.226254028581212,2.052818752308072,4.883670215385417,129.473294143473,83.290241197323,292.875866935518,2.399689304854352,0.2967167041735074,2458826.722966622,1213.278507533864,1.05366,2.57042,3.637,3.8325e-08,6.05e-09,8.4856e-08,3.7865e-06,4.7396e-05,5.3013e-05,2.4922e-05,6.5213e-09,1.2095e-09,8.4185e-05,4.9457e-06,0.46269,0,0,S
1562,12.4,7.234,0.37,3.5495,0.514,2458600.5,0.08603975183428524,2.191091889962885,2.002570887504363,5.982625028741086,53.64427924385586,116.1098161048945,170.136056062968,2.379612892421406,0.3038877452556782,2458040.6351857088,1184.647968272335,1.01618,2.59317,3.661,3.3882e-08,6.3305e-09,7.3579e-08,5.421e-06,3.6584e-05,4.9003e-05,3.3273e-05,6.8752e-09,1.317e-09,0.00010914,5.134e-06,0.43513,0,0,S
1564,12.5,7.949,0.239,11.403,1.558,2458600.5,0.3480262587465198,2.392849039955104,1.560074740834328,21.49603854441547,261.1502430890994,116.4321129471927,35.94397816733737,3.22562333907588,0.2662754472567742,2458465.5120447166,1351.983458140043,0.672667,2.55333,3.358,3.6437e-08,7.9474e-09,8.8708e-08,5.0128e-06,1.2502e-05,1.4496e-05,8.282e-06,1.0713e-08,1.3266e-09,3.0773e-05,6.7356e-06,0.36284,0,0,S
1566,9.47,69.242,0.059,16.405,0.432,2458600.5,0.08299508788224731,3.211960772611974,2.945383806014712,17.27810077685692,51.45403718365092,110.8241374930911,237.8739012498643,3.478537739209236,0.1712177260771701,2459313.779527466,2102.586036201317,2.00021,1.62757,3.115,4.564e-08,1.989e-08,1.4392e-07,5.4966e-06,1.5852e-05,3.4972e-05,3.2047e-05,2.1541e-08,1.5904e-09,0.00018911,1.9531e-05,0.40769,0,0,C
1586,11.2,15.444,0.216,7.971,0.219,2458600.5,0.1534447564398701,2.546523275830882,2.155772632002552,7.827478817938467,357.542449903576,97.58356101756353,142.1323267737646,2.937273919659212,0.2425395674856821,2458014.482929684,1484.293897824535,1.18908,2.26036,3.413,3.0765e-08,8.2066e-09,7.7106e-08,7.4794e-06,2.148e-05,3.7488e-05,2.789e-05,9.4659e-09,1.1724e-09,0.00011491,7.1751e-06,0.44765,0,0,S
1591,12.0,13.855,0.211,28.46,0.195,2458600.5,0.3053798439255646,2.765724389257725,1.921127906925074,13.53720897966227,106.1338427635682,178.0756291107856,252.6008986369605,3.610320871590377,0.2142844835319524,2459101.698685004,1680.009649164913,0.904124,1.57674,3.231,3.4643e-08,1.125e-08,9.5832e-08,4.1888e-06,2.0635e-05,2.2153e-05,1.0206e-05,1.4685e-08,1.3074e-09,4.8768e-05,1.025e-05,0.46482,0,0,X
1592,13.0,6.095,0.307,25.25,1.081,2458600.5,0.2811514030784278,2.224960907519826,1.599410026575975,9.97961094012506,120.0123526913324,185.3210270092894,132.7501460298365,2.850511788463677,0.296975414132311,2458153.4928077795,1212.221560669698,0.583741,2.41149,3.575,3.6642e-08,6.2389e-09,8.3904e-08,3.644e-06,2.2748e-05,2.378e-05,1.0096e-05,7.993e-09,1.2491e-09,3.2674e-05,5.0987e-06,0.48445,0,0,S
1593,11.9,10.545,0.262,12.0,0.181,2458600.5,0.1952347105711314,2.268902867990393,1.825934273244278,8.94585617572833,69.41447080786818,222.2540067953263,211.8839726090169,2.711871462736507,0.2883900137730626,2459114.0962423007,1248.309521158691,0.820167,2.47581,3.573,2.9922e-08,6.6248e-09,6.6975e-08,3.8079e-06,2.4682e-05,2.7123e-05,1.2679e-05,7.9182e-09,1.2631e-09,4.4618e-05,5.4673e-06,0.43632,0,0,S
1599,12.6,7.413,0.321,3.2011,0.057,2458600.5,0.03735743090778288,1.848805712019913,1.779739080371215,21.17296892363165,60.59936681696752,50.40685879432019,74.78346907870262,1.917872343668612,0.3920732047074698,2458409.76146398,918.1958768863076,0.813369,3.16988,3.925,3.5298e-08,4.453e-09,6.6684e-08,6.3705e-06,9.6478e-06,0.00011266,0.0001106,4.6193e-09,1.4165e-09,0.00028191,3.3173e-06,0.37842,0,0,A
1600,12.32,7.548,0.366,5.92,0.179,2458600.5,0.1297704948362879,2.234426949968169,1.944464258995262,4.940006871339523,74.66834600184097,196.595217750542,347.4485600307935,2.524389640941076,0.2950902311697423,2458643.034244253,1219.96583408727,0.928451,2.5553,3.623,3.2231e-08,6.5774e-09,7.2771e-08,3.6649e-06,4.6408e-05,4.9631e-05,2.0293e-05,7.4309e-09,1.303e-09,6.8861e-05,5.3867e-06,0.46674,0,0,S
1602,10.9,39.564,0.05,6.4249,0.192,2458600.5,0.09541112838574822,2.75455867202807,2.491743120925124,8.55793795925128,129.9995725789043,257.2024084240492,89.43679767281026,3.017374223131016,0.2155887194907297,2458185.65084702,1669.846181425462,1.51178,2.40497,3.321,4.1744e-08,1.169e-08,1.1787e-07,4.5025e-06,3.0208e-05,3.8305e-05,2.4877e-05,1.2805e-08,1.3724e-09,0.00011469,1.063e-05,0.44614,0,0,C
1603,10.5,32.33,0.1038,7.24,2.2,2458600.5,0.1020299909621646,3.023690233355856,2.715183146174172,9.394902441848888,309.0791015905252,38.12670671110741,111.91688519053,3.332197320537539,0.1874554744997498,2458003.468168899,1920.456049420315,1.71345,2.05107,3.217,4.4093e-08,1.4627e-08,1.3425e-07,4.7167e-06,2.6691e-05,3.3456e-05,1.9965e-05,1.612e-08,1.3603e-09,0.00010607,1.3936e-05,0.49215,0,0,X
1612,11.6,18.224,0.068,80.61,0.446,2458600.5,0.2618848705322969,2.73440343768232,2.018304547421818,7.985349696577532,320.7744979527354,127.0064134122568,358.9494709130603,3.450502327942822,0.2179767569320374,2458605.3194546136,1651.552234590975,1.04631,1.81676,3.289,3.9179e-08,9.9293e-09,1.0767e-07,5.7263e-06,3.1388e-05,3.3377e-05,1.0297e-05,1.253e-08,1.1873e-09,4.7248e-05,8.9958e-06,0.4655,0,0,C
1617,11.2,17.495,0.145,43.19,0.168,2458600.5,0.02740777544445032,2.868874941120207,2.790245460955774,3.224873415055643,102.9275112507866,182.7953053815791,207.3353867620052,2.94750442128464,0.2028320818807565,2459353.165021344,1774.867154455583,1.7732,2.08246,3.296,3.6416e-08,1.2719e-08,1.0256e-07,3.989e-06,9.9501e-05,0.00014764,0.0001099,1.3068e-08,1.3489e-09,0.00054167,1.1803e-05,0.47798,0,0,S
1619,15.6,2.56,0.29,5.22204,0.15,2458600.5,0.3354404981112329,1.24530233955045,0.8275775024725632,13.33734833973119,337.1953965589663,276.9150418598405,311.5329572322354,1.663027176628336,0.709237790034047,2458668.8368024784,507.5871661924813,0.0298285,3.45769,5.075,1.556e-08,6.7723e-10,1.9719e-08,3.2112e-06,3.2653e-06,5.0479e-06,6.2995e-06,9.0441e-10,5.7856e-10,8.9376e-06,4.1406e-07,0.42216,1,1,S
1628,12.3,8.536,0.256,8.2166,0.186,2458600.5,0.1550443121761466,2.237788562348507,1.890832173903534,9.700236351225032,132.6935943522558,106.8511665518885,303.2451558105519,2.584744950793479,0.2944255528623072,2458793.2646688195,1222.719959256932,0.904776,2.47852,3.602,3.6126e-08,6.0301e-09,8.098e-08,3.2036e-06,2.425e-05,2.6332e-05,1.0803e-05,6.965e-09,1.1901e-09,3.6904e-05,4.9422e-06,0.45283,0,0,S
1633,12.8,9.035,0.179,64.23,1.496,2458600.5,0.1621318690381645,2.246257047470806,1.882067194024215,7.598156159284877,90.7210034601826,190.9569682139158,338.3734485940091,2.610446900917397,0.2927621277391382,2458674.370727655,1229.667248219938,0.865649,2.51948,3.602,3.2382e-08,6.866e-09,7.221e-08,3.7535e-06,3.1053e-05,3.4202e-05,1.7041e-05,7.9792e-09,1.3423e-09,5.8383e-05,5.638e-06,0.45832,0,0,S
1634,11.0,17.127,0.219,5.864,0.171,2458600.5,0.05789924002783121,2.854353319143115,2.689088431193811,1.822111003542201,184.3470544669299,136.2234396576002,119.6597773741762,3.01961820709242,0.2043819218559987,2458015.0285635465,1761.40823381456,1.67566,2.15557,3.301,3.6939e-08,1.0982e-08,1.0761e-07,4.5242e-06,0.00011254,0.00011792,3.5067e-05,1.1618e-08,1.1796e-09,0.00017168,1.0166e-05,0.45621,0,0,S
1637,11.6,19.094,0.122,4.2397,0.337,2458600.5,0.1875298700409646,2.75057835205314,2.234762751155125,0.2927349940333677,200.5565301318409,86.3572510637384,117.726140378325,3.266393952951157,0.2160568514663088,2458055.61498673,1666.228113372916,1.21776,1.90165,3.32,3.3954e-08,1.008e-08,9.377e-08,3.979e-06,0.00077345,0.00077353,1.2282e-05,1.197e-08,1.1877e-09,5.5924e-05,9.1592e-06,0.47423,0,0,X
1641,10.7,16.24,0.351,6.056,0.733,2458600.5,0.06615949354785786,2.751968686445323,2.569899831890537,10.80030690867046,339.05530800002,149.9480068709146,160.1279575959286,2.934037541000109,0.2158931395775942,2457858.7999260225,1667.491615084936,1.58951,2.08917,3.316,4.3547e-08,1.1786e-08,1.2185e-07,5.155e-06,2.1701e-05,4.2955e-05,3.5523e-05,1.2566e-08,1.387e-09,0.00016507,1.0712e-05,0.47882,0,0,S
